Gene_ID	MCF7-2_shRB1-3_DMSO_1	MCF7-2_shRB1-3_DMSO_2	MCF7-2_shRB1-3_LY500nM_1	MCF7-2_shRB1-3_LY500nM_2
POM121L8P	0	0	0	0
CACNA2D3-AS1	0	0	0	0
MCCC2	3048	8270	6089	3840
SNAR-E	0	0	0	0
MIR6828	0	0	0	0
PCYOX1L	139	257	421	213
RAMP2-AS1	9	0	2	0
OR2T12	0	0	0	0
VPS72	943	2529	2159	1189
SAMD12-AS1	1	1	0	0
PRSS16	85	520	330	201
RTP5	0	0	0	0
BCL2L10	4	23	16	11
HGC6.3	0	0	0	0
REM2	7	24	17	10
IMPA1	54	64	93	57
NRG1-IT3	0	0	0	0
RNASE3	0	0	0	0
WDR3	2226	3778	4529	2438
LOC100131257	0	1	0	0
ABCG5	0	0	1	0
TRIM40	0	0	0	0
NR2F6	412	1460	1796	1026
FAM86C1	93	255	224	138
ZNF101	64	114	138	58
TRIM59	245	397	409	335
GCK	1	2	4	3
WDR55	128	502	444	375
ROPN1	0	0	0	0
DBIL5P2	0	0	5	0
LOC286359	0	0	0	0
DAZ3	0	0	0	0
RIBC2	65	127	88	80
LOC100132356	45	19	8	8
MIR320D1	0	0	0	0
BTD	288	680	467	287
ITPKA	43	94	165	79
MIR548AE2	0	0	0	0
LIMK1	477	1043	1658	834
ITGA9-AS1	0	1	0	1
MIR200A	0	0	0	0
ARHGEF10	141	288	313	245
IVL	0	0	0	0
NAALADL1	0	0	0	0
TENM1	9	12	3	6
ESM1	0	0	0	0
HIST2H2AA4	0	0	0	0
PRAMEF6	0	0	0	0
SH3BP5L	258	968	788	493
ROGDI	325	1357	882	521
PHF3	1240	2834	2107	1487
JAGN1	584	1639	1269	788
MIR4278	0	0	0	0
LOC101929454	0	0	0	0
ZNHIT6	158	316	368	201
SPOCD1	20	105	62	53
PTS	149	186	284	110
RTP4	0	0	0	0
MYCN	10	59	19	30
SPON2	0	32	17	3
LOC728739	34	135	110	74
AGPAT4-IT1	0	0	0	0
F2RL1	61	73	159	66
MIR3921	0	0	0	0
LOC101928865	0	3	1	2
ZFHX3	1099	3113	2440	2041
SGCE	409	1050	841	426
LOC101929265	0	0	0	0
ZNF142	345	1234	1134	738
GALNTL5	0	0	1	0
LOC101929231	151	4	2	0
SYNPO2L	1	2	3	0
GLB1L2	285	630	966	541
HAPLN3	0	9	3	1
PLEKHG4B	4	3	7	12
GJD4	0	0	1	0
SLC13A2	0	2	3	0
YBEY	37	97	171	96
NAA60	600	2342	1839	1069
RNF187	1181	6016	3670	2129
CNPY3	619	1662	1631	924
NAV2-AS2	4	0	0	0
SNORD114-26	0	0	0	0
LOC101929567	8	20	9	2
LOC100996758	0	0	0	0
TMEM262	1	2	0	0
APOBEC3A	2	3	0	0
MYL6	5600	14488	17254	8771
PDE6C	0	0	0	0
PIGF	249	356	317	147
TMPRSS15	0	1	2	0
EDC4	773	2770	2412	1564
APOBEC4	0	0	0	0
MRPL39	276	361	408	178
SF3B6	1124	1872	1848	958
VWC2L	7	17	1	0
CBX6	1163	4576	5791	3685
ZFP36L2	1686	5352	3318	1503
REXO1	140	488	628	343
CCDC79	0	0	0	0
LOC100506385	0	1	0	0
TMEM252	0	0	0	0
WDR17	4	9	4	1
CTSB	1454	5761	3242	1921
MYO1H	0	0	0	0
PDZRN4	0	0	0	0
LOC440300	24	0	0	3
FRK	43	104	94	93
DLG3	415	1305	919	589
HAR1A	13	28	9	4
CNOT3	630	2297	1976	1173
FOXL2	0	0	0	0
EML6	101	293	271	176
LRRC25	0	0	0	0
EDC3	407	1285	1076	659
DEPDC4	11	33	12	14
LOC101927620	1	1	3	0
KCNK10	0	0	0	0
BTRC	344	744	717	401
DUX4L3	0	0	0	0
HIGD1C	0	0	0	0
FUT11	67	72	118	65
LOC101926987	0	2	0	0
ITPKC	204	699	618	353
PLGLB2	0	0	0	0
IL10RA	1	12	10	9
MIR4736	0	0	0	0
CKM	0	0	0	0
DPY19L4	460	591	830	455
LOC101928295	1	0	0	0
HERC4	397	613	947	458
CCK	2	0	3	2
MIR1243	0	0	0	0
MIR4756	0	0	0	0
CILP	0	0	0	1
LHFPL3	0	0	0	0
USH2A	3	0	4	2
MIR769	0	0	0	0
ACAD11	5	3	13	13
CCDC37	0	0	0	0
CSTF2	322	705	712	437
LOC654342	0	0	0	0
FAM170A	0	0	0	0
RSPH6A	0	0	0	0
MS4A6A	0	0	0	0
TGS1	359	580	608	372
OTUD7A	5	18	8	11
TLR1	0	0	0	1
LY6D	0	0	0	0
MIR3914-1	0	0	0	0
SRI	607	1125	1176	562
ERCC-00086	0	0	0	0
ZNF646	200	729	659	386
POC1B-GALNT4	0	0	0	0
GPD1L	1134	2925	2025	1366
MRPS5	1009	2295	2124	1171
MYCBP2	263	514	673	579
ZP2	1	1	0	0
SLC35G6	0	0	0	0
TIMM8B	283	440	613	324
MIR208B	0	0	0	0
MIR553	0	0	0	0
LOC400558	0	1	0	0
TRIM68	9	57	34	20
MIR555	0	0	0	0
MPND	336	1448	1131	637
LINC01311	4	12	15	5
CNPPD1	681	2792	2195	1308
LOC101928730	0	0	0	1
CLEC3A	2	1	0	0
FBXW8	373	1175	1034	635
FAM71C	0	0	0	0
MIER3	329	371	535	314
SPDYE6	2	0	0	0
FAM35BP	0	0	0	0
ZNF468	165	293	333	243
PC	748	3523	2674	1687
TBX19	1	7	7	4
PLIN3	797	1968	2006	1196
LINC01209	0	0	0	0
FLJ30403	0	0	0	0
CYP7B1	0	0	0	0
LIN37	75	357	193	124
SQSTM1	2541	6389	7250	3798
ZNF473	264	578	462	250
SNORA45B	4	0	0	1
SNORA70B	0	0	0	0
SSMEM1	0	0	0	0
KCNA6	0	0	0	0
RPA3OS	126	254	222	99
ZNF324	95	335	345	201
GMNC	0	0	0	0
FAM151A	8	0	0	0
MROH7	0	0	0	0
C22orf31	0	0	0	0
MAMLD1	61	110	140	88
SERPIND1	0	0	0	0
EFCAB9	0	1	1	0
MIR302C	0	0	0	0
GNG10	0	7	6	10
SAMD4A	180	524	895	564
GREM2	0	0	0	0
RAB4B-EGLN2	0	0	0	0
KIR3DL1	0	0	0	0
BCAS1	65	286	90	77
MFAP3L	65	155	104	101
STAG3L5P	1	8	2	2
C9orf57	0	0	0	0
LOC100093631	0	0	1	0
MIR27B	0	0	0	0
NDUFB2-AS1	253	30	39	19
DIRC1	0	0	0	0
SYCE1L	6	33	47	27
PARD3-AS1	2	1	0	2
DENND1C	54	0	0	4
SSX1	0	0	0	1
FFAR2	52	185	95	74
DENND6B	49	367	221	153
MIR8077	0	0	0	0
DNAJB5-AS1	0	0	0	0
VPS13A-AS1	3	0	0	0
LINC01304	0	0	0	0
LOC101928909	8	0	0	0
TNFRSF11B	35	47	52	20
ARHGAP44	156	457	486	321
LOC101927524	0	0	0	0
C2orf47	363	747	671	381
DKFZP434A062	0	3	3	2
COG3	244	515	604	391
MIR8071-2	0	0	0	0
LRRC10B	58	212	213	119
PRIMPOL	107	148	156	78
PPARGC1A	0	0	0	0
ZNF354A	204	261	264	123
FCGR2A	0	2	0	0
CCDC183-AS1	22	207	112	69
CRYZ	429	578	519	259
MCM6	2610	3970	4406	2602
RHBDD1	157	629	286	192
LOC157273	0	0	0	0
NCKAP1L	0	0	0	0
DSN1	410	687	626	295
PRSS21	0	0	0	0
LSMEM1	3	0	0	2
SLC6A10P	0	0	0	0
PIDD1	26	143	101	87
DEC1	0	0	0	0
ESCO2	177	186	226	125
THOC7-AS1	0	0	0	0
RPRD1A	846	1111	1465	863
FAM225B	0	0	0	1
ELMSAN1	183	669	691	767
HOXD-AS2	0	0	0	0
CYTH1	122	319	411	240
GOLM1	274	600	454	293
LAMC1	2078	5925	6446	4310
MIR1914	0	0	2	0
KAZALD1	43	244	114	73
PSME4	1883	2453	3086	1825
PSMC3IP	182	328	269	151
LOC102724050	4	0	1	0
CAMSAP2	1529	2622	3111	1879
SLC22A31	16	157	140	105
FAM46A	299	608	753	409
CHST12	64	290	226	138
MRPS11	317	765	850	469
LOC339298	0	0	0	0
GNAT1	0	2	1	1
UGT2A2	0	0	0	0
THOP1	486	1930	2109	1269
KCTD18	188	569	451	314
UBXN10	0	1	0	1
OR52J3	0	0	0	0
HEXA	446	1821	1497	896
PDXDC1	1591	3773	3585	2238
TSTA3	756	2129	2882	1590
ECHDC1	725	1303	1422	761
DACH2	0	0	0	0
CEBPB	535	5390	1550	1262
SCN2B	2	1	0	1
C21orf2	97	445	410	233
PRAC2	0	0	0	0
ZC3H3	347	1342	1170	690
TMX1	580	877	1506	857
DCTN6	339	688	580	315
CCDC59	618	1283	814	474
LOC101928936	0	0	0	0
TRIM64B	0	0	0	0
MIR1908	0	1	0	0
ARHGDIB	26	88	45	24
CEP68	340	987	921	531
ESYT2	1113	2374	2018	1229
PTPN3	206	436	558	375
CACNA1E	0	1	1	0
LHX6	25	75	62	36
MIR4432	0	0	0	0
SNORD27	1	0	1	1
NDUFA1	1009	2160	2132	1213
RASGEF1C	11	40	56	31
PDCD6IP	1189	2626	2655	1632
VGLL1	0	1	2	4
MIR4653	2	3	7	3
FABP1	0	0	0	0
KCNB1	1	10	2	0
SLC25A51P1	0	0	1	0
LOC400685	1	11	16	20
KCNE2	4	0	0	0
UBE4B	942	2526	2418	1568
IFI27L2	59	202	216	142
LOC101927769	0	0	0	0
PYY2	6	5	3	2
MIR8058	0	0	0	0
POM121L9P	0	0	1	1
C5orf60	1	0	0	1
LINC00554	0	0	0	0
UBXN8	125	314	251	150
FKBP4	7619	13715	16687	8385
LRRC37A11P	1	1	2	3
ERCC-00164	0	0	0	0
IL2RA	0	0	0	0
LOC729603	4	9	10	5
SETD3	1097	2131	2286	1344
SOX18	46	147	221	80
LOC100507194	0	0	0	0
DES	0	1	0	0
MCMBP	1254	2309	2232	1349
MIR6840	0	0	2	0
MIR650	0	0	0	0
RPS18	16720	45819	41387	22153
HSD3BP4	0	0	0	0
LOC100996251	1	2	4	5
KRTAP6-3	0	0	0	0
TMEM120A	267	929	719	433
MIR8060	0	0	0	0
FIGN	147	337	253	155
TKT	5439	22744	13421	8308
UPF2	734	1493	1944	1025
GAB3	0	0	0	2
MIR6090	0	0	0	0
CGB5	0	0	0	0
JPH4	0	4	0	0
SRGAP2D	41	78	99	58
LINC01347	3	18	11	23
KLK6	6	16	51	14
XRCC1	306	1499	955	560
ZNF609	545	1917	1638	1258
SCARNA6	1	0	0	0
MACROD2-IT1	0	0	0	0
MIR8064	0	0	0	0
LINC00994	5	0	0	0
DNAJC16	58	133	192	139
MTURN	75	199	228	151
NDUFA4	1404	2612	2570	1409
FCGBP	0	8	10	8
RTN4	2791	5803	7231	3895
TMED1	210	929	568	309
PXK	30	58	70	29
PRPF8	7155	19053	16241	11051
MLXIPL	7	74	75	53
LINC00698	0	0	0	0
APOD	69	212	177	77
NEXN-AS1	0	0	0	0
IFT27	252	563	527	242
FAM90A1	0	0	0	0
ST18	0	0	0	0
EPHB1	0	0	0	0
SUMF1	388	1270	1499	948
IK	1098	2883	1822	1038
ITIH5	0	0	0	0
RASL10B	6	10	21	6
TAF5	225	286	344	177
TTC18	7	5	0	0
CNTN4-AS2	0	0	0	0
GLB1L	28	208	155	85
ZNF300P1	0	0	0	0
NUTF2	1072	2852	3837	2065
ZNF385D	0	5	3	1
PPP5D1	5	4	4	1
SOSTDC1	0	0	0	0
VWDE	204	504	474	267
LOC101929528	0	0	0	0
HOXB8	0	2	2	0
USP17L11	0	0	0	0
MIR6737	0	0	0	0
TCEA2	293	1111	1111	559
MRM1	29	92	142	76
TSC22D1	926	3196	2251	1385
CENPI	175	155	278	137
LINC01344	1	1	0	0
TMIGD2	0	0	0	0
PRDX3	1705	2578	2941	1702
SEC62	2193	3113	3690	1904
MIR1909	0	0	0	0
DTL	806	1309	1097	725
MRAS	25	94	75	46
HCG22	0	0	0	0
NBR1	704	2364	1117	752
GTPBP4	1199	1955	2822	1493
PDXK	981	3175	2858	1861
CDC42EP1	314	2523	886	607
ESRP2	1114	4213	3481	2596
CFLAR-AS1	31	2	1	1
ZNF251	108	435	333	208
THNSL1	334	576	896	413
APLP1	147	465	722	326
EMX1	7	21	55	33
SCO2	134	336	500	287
NPEPPS	1617	3574	3507	2088
PRAMEF20	0	0	0	0
APOB	1	0	0	0
LINC01312	0	0	0	0
PPP2R2D	479	720	796	411
FAM71F1	0	0	0	0
SNORD30	0	0	0	0
SMUG1	250	742	623	341
CDC37	1702	4682	5145	2955
TBL1X	2898	9565	5677	3825
RPLP1	7883	29651	24640	14362
SPOCK2	3	8	6	2
IL13RA2	0	0	0	0
LRG1	19	83	48	32
TAF1A	86	147	108	42
GALNT12	274	827	353	203
PCNXL2	107	492	370	248
ADRM1	2277	4971	7299	3542
CLN8	176	378	586	355
LOC286437	14	53	37	28
MIR6793	0	0	0	0
MBD6	473	4061	2086	1391
C10orf2	332	535	738	359
OAT	2020	2556	3831	2018
HIST1H2BJ	12	23	37	19
USP27X	82	189	137	73
MIR3606	0	0	0	0
PHLPP1	147	410	363	249
LINC00226	0	0	0	0
ZNF630-AS1	0	0	0	0
LINC00907	0	0	0	0
MIR4299	0	0	0	0
AGGF1	627	1027	1240	734
MIR4697HG	35	81	55	50
BLVRA	1311	3353	2680	1424
ALG10B	49	50	106	68
UCN	2	15	11	5
KAT6B	473	1245	922	711
GALNT11	263	661	881	484
COG4	992	3742	2785	1685
SMS	1770	3715	3711	1895
DKC1	1689	2998	3582	1810
EVPLL	1	0	3	2
OR2A2	0	0	0	0
SRRM5	22	6	13	10
MIR4640	0	0	0	0
ITLN2	0	0	0	0
IFT22	230	587	519	293
AGPAT1	230	1074	777	463
MRPS30	1138	3604	2121	1284
LINC00478	22	41	65	33
AK6	291	304	452	248
NTN1	257	1006	839	539
MIR199B	0	0	0	0
DSTYK	767	1795	2124	1129
ZBTB38	225	493	335	273
ZNF611	95	165	124	120
CNR1	0	0	2	0
SCAPER	71	230	186	90
MIR455	0	0	0	0
HTN3	0	0	0	0
FOXE3	0	0	0	0
FERMT2	532	860	846	431
ANP32D	0	1	0	0
AGBL4-IT1	0	0	0	0
PMEPA1	381	960	1355	879
BCL2	460	1080	1267	891
EFR3A	921	1624	2036	1197
HRCT1	1	3	8	5
PJA2	1523	2803	2503	1568
ZCCHC14	545	1292	1569	958
RHOJ	0	0	0	0
PPP1R14B	1059	2785	4545	2156
SP100	94	255	149	108
OR2M2	0	0	0	0
DEFA4	0	0	0	0
NTM-IT	0	0	0	0
HIGD1A	758	1365	1544	735
ZNF563	52	79	76	43
ANKRD39	166	710	586	321
RAB35	494	1364	1265	733
HCCS	365	654	993	446
C19orf52	207	844	629	410
SLC45A3	15	17	57	38
MGC45800	0	0	0	0
CNFN	15	122	75	41
GATA1	0	0	0	0
DUSP27	1	0	0	3
HTR1D	5	25	39	14
ELAVL2	3	0	11	3
MPZL3	158	382	368	288
NNT	1378	3910	3788	2481
SRP14-AS1	24	74	63	28
MIR4647	0	0	0	0
LOC101929374	1	0	1	1
MIR4691	4	2	1	0
DOK7	301	1277	1671	935
LPAR2	349	1480	1066	667
CAV3	0	0	0	0
HRK	6	82	17	26
NGLY1	291	605	556	280
H2BFM	0	0	0	0
MT1G	0	0	1	0
UGDH	1108	3393	3153	2078
OR5V1	0	0	0	0
KLHL6	0	0	0	0
UTP20	650	717	1242	791
DPH6-AS1	0	0	0	1
MIR3176	0	0	2	1
MIR1273H	0	0	0	0
ARL6	18	23	27	12
OR4Q3	0	0	0	0
GBF1	937	2759	2496	1785
BRF2	76	362	286	159
ANGPT1	125	207	249	133
HIST1H2AC	65	280	244	149
DMRTC1	0	0	0	0
LOC102723544	0	0	0	0
EAPP	428	810	674	384
PIN4	178	368	387	212
KLHL40	0	0	0	0
CBWD6	10	7	13	5
ARL8B	1132	2494	2192	1301
ATP6V1B1	4	38	26	16
PQBP1	1037	2854	2289	1220
CYP51A1	1106	1555	2231	1289
FCGR1C	0	0	0	0
SNORA11D	0	0	0	0
GRID2	0	1	3	2
SFSWAP	311	829	647	352
OGFRP1	15	20	20	7
ZNF562	284	602	585	397
MIR642B	0	0	0	0
AMZ1	147	554	622	578
DOC2A	65	71	78	57
YPEL5	435	1913	1368	792
DEFB116	0	0	0	0
CCDC152	1188	96	143	76
CEMIP	14	75	53	56
DSCAML1	34	81	66	56
GZMK	0	0	0	0
RBP7	51	140	136	59
PLA2G4C	31	111	80	56
LOC102724849	0	0	0	0
ITGAD	0	0	0	0
KCNU1	2	4	5	4
PKDCC	3	10	6	11
LOC100128233	0	0	0	2
C11orf71	55	170	115	76
AGPS	0	5	7	2
UTP18	2171	2972	3697	1804
GLRX3	998	1742	1568	822
MRPL17	496	1121	1186	631
SLC25A44	425	975	1185	661
FADS1	1787	3955	3106	1933
INSRR	0	0	0	0
SLC30A4	9	16	18	21
MIR596	0	0	0	0
SCARB1	627	1695	2021	1133
TSSK3	3	3	11	5
DMRT2	5	22	21	6
GUCY1B3	0	0	0	0
ASCC2	574	2001	1466	924
LOC101927539	0	0	0	0
NUCB1-AS1	194	9	7	5
CDC42BPG	412	1432	1902	1412
GAPT	0	0	0	0
TAGLN3	0	0	0	0
OR5A1	0	0	0	0
MGAT4B	964	3235	3673	2275
CYP3A7	0	0	0	0
GMCL1	283	482	491	293
MIR4464	0	0	0	0
TUT1	245	829	632	365
CCL4L2	0	0	0	0
HSD3B2	0	0	0	0
KRTAP10-10	0	0	0	0
SAMD12	32	97	63	69
PAX1	0	0	0	0
CES5A	0	0	0	0
MTIF2	884	2129	1579	949
IBA57-AS1	3	4	0	0
IL7	2	0	0	0
TAS2R4	0	1	0	0
ENTPD1-AS1	9	22	19	13
PLCD3	393	1873	1575	942
KLF11	175	505	293	199
DAW1	0	0	0	0
TRADD	83	341	297	182
SPATA31D5P	0	0	0	0
LOC100506606	21	5	4	2
DKFZP586I1420	87	177	150	115
ATP5SL	472	1780	1346	789
SLC5A6	1343	2503	4351	2209
CHMP4C	105	238	251	139
MT1B	0	0	0	0
AVP	0	0	0	0
LINC00499	0	0	0	0
CACNG8	1	9	7	11
IPO11-LRRC70	0	0	0	0
ANP32AP1	2	2	4	2
MUSTN1	0	1	0	0
POC5	95	183	138	76
ZNF540	4	13	5	3
RLBP1	0	0	0	0
RBM5-AS1	38	2	0	0
ST6GALNAC3	0	0	0	0
RIMBP2	0	2	1	2
NLRP6	2	3	0	4
CCDC147-AS1	0	1	2	0
PNRC2	2048	2936	3917	1906
FAM25C	0	0	0	0
SLC45A4	171	360	462	285
MRS2	386	759	1326	672
ANKRD12	1066	1990	1738	930
CDRT7	0	0	0	0
MICU3	0	0	0	0
RABL2B	64	211	189	101
MAPT-IT1	0	0	0	1
KRT72	0	0	0	0
CNTN4	0	0	0	0
FMOD	1	4	7	6
DRAP1	921	2142	2806	1329
SLC7A6OS	189	359	330	168
SUGT1P1	0	19	13	13
SPG7	373	1063	1276	900
STXBP5-AS1	4	0	1	2
OFD1	326	772	705	367
FDXACB1	14	20	27	19
DCAF12	448	1161	1248	752
MLLT1	652	2296	2394	1407
MMP12	0	0	0	0
OR4M2	0	0	0	0
OR10A6	0	0	0	0
MIR1827	0	0	0	0
LINC01105	0	9	2	2
UMOD	0	0	0	0
DLG5	1049	3754	3942	3116
ING3	140	316	188	117
PABPN1	99	315	286	177
ZBED8	75	119	109	49
FAM24B-CUZD1	0	0	0	0
CCBE1	0	4	7	6
TERF2IP	1011	2287	2187	1091
WEE2-AS1	15	65	24	23
ERCC-00142	0	0	0	0
PIEZO1	1488	8803	8292	6613
ZNF229	200	410	498	280
ATG16L1	130	449	383	281
RAB22A	1188	2089	2850	1649
PANK2	263	778	699	369
DNMT3A	530	2192	1457	1001
TINAG	0	0	0	0
DRD2	5	9	3	3
SWSAP1	50	142	173	72
NGDN	353	995	708	402
MIR7515HG	0	0	0	0
FAM157A	3	2	7	9
GRM7	0	0	0	0
ZCCHC6	342	617	662	401
JMJD7	20	83	80	44
C1orf228	0	2	4	3
USP17L10	0	0	0	0
SLCO4A1	117	183	300	142
SLC5A5	3	2	0	0
GNG13	61	250	324	138
LINC00904	0	0	0	0
PRY2	0	0	0	0
UBA3	171	186	230	154
KRTAP17-1	0	0	0	0
LINC00906	0	0	0	0
AK2	915	1697	1838	970
OBP2B	0	0	1	1
LINC00466	0	1	2	4
SCNM1	12	12	13	9
TANGO2	133	535	439	261
FLJ10038	176	1055	430	259
THBS2	1	0	2	1
LOC100630923	0	0	0	0
FAM157B	0	1	0	0
RPLP0	27776	75138	69104	39325
PDP2	218	351	423	266
DHRS7B	58	282	210	128
CNOT6L	529	1127	868	598
TNFAIP8L1	166	443	329	177
ZSCAN16	75	307	149	94
SPRR4	0	0	0	0
WDTC1	641	3200	1968	1169
BMX	0	0	0	0
MCCC1	672	2262	1864	1253
SLC35G2	0	0	0	0
ZNF534	1	3	2	3
PRICKLE2-AS3	4	5	15	16
OR52I1	0	0	0	0
BBS1	111	649	426	309
ZNF276	174	378	383	239
EDA2R	0	12	6	4
LAMP2	2645	4388	5980	3574
GOPC	354	686	750	460
MUC6	2	10	0	11
SPATA22	0	0	0	0
LOC200772	0	0	0	0
CLEC4E	0	0	0	0
TXN2	848	3211	3047	1683
SMIM20	176	458	396	188
LINC00671	0	0	0	0
LIN52	118	178	132	107
LOC101927847	0	0	0	0
SOX8	4	2	16	8
CRYGA	0	0	0	0
LOC101929613	4	13	4	1
MIR3127	0	0	0	0
UBC	4475	16218	9541	6692
LETM1	809	1812	2233	1604
TRNT1	314	555	637	386
CHURC1	305	877	796	555
FTSJ2	602	1244	1431	720
MYBPH	0	2	1	3
ERP44	599	1055	976	505
MIR614	4	3	3	5
TAOK2	696	1923	2918	1800
VPS51	1122	6278	4132	2620
BMPR1B	275	817	779	574
IQCF2	0	0	0	0
LOC283693	1	5	4	5
MIR125B2	0	0	0	0
TCTA	142	696	445	293
A2M-AS1	4	8	6	0
LINC00656	0	0	0	0
NUDT21	1794	3935	3501	2064
TTTY9A	0	0	0	0
LOC101927653	0	0	0	0
TJP2	510	1159	1027	633
CCDC7	9	42	22	6
ELK1	695	2270	2236	1228
SLITRK3	1	0	6	1
LINC01359	0	1	1	1
MIR200C	0	0	0	0
DBH	0	0	0	0
XCL2	0	0	0	0
SSBP3-AS1	3	0	0	0
LOC100134368	8	57	45	30
CHODL	0	0	0	0
CXorf65	1	0	1	0
CENPT	206	555	619	286
C17orf64	1	4	2	1
PRKDC	7241	17255	14876	11595
GPR65	4	1	15	6
NKX2-1-AS1	0	0	2	0
MIR5787	0	0	0	0
LOC100631378	0	0	0	0
P4HA2-AS1	22	1	3	0
GOLGA7B	7	41	36	22
CT47A11	0	0	0	0
OR3A3	0	0	0	0
LOC101927592	0	0	0	0
DPYSL2	208	513	636	621
IDE	865	1263	1645	1001
LAMTOR2	279	1019	1245	696
MIR374B	0	0	0	0
OTOR	0	0	0	0
TMEM50A	934	2017	1966	899
MIR489	0	0	0	0
LOC101928455	0	0	0	0
LIPG	0	0	0	0
LGI1	1	2	0	0
CMTM1	1	3	13	13
LSAMP-AS1	0	5	0	0
FOXK2	800	2459	1996	1298
TRABD	277	1343	1079	585
ANKHD1-EIF4EBP3	3	8	6	5
BPY2	0	0	0	0
COL28A1	0	4	1	2
GPR75-ASB3	0	0	0	0
MIR941-2	0	0	0	0
IMPG1	0	0	0	0
SNORD36C	0	0	3	2
EPHA5-AS1	0	0	0	2
ATF6B	343	2142	1307	846
ERCC-00012	0	0	0	0
MIR6785	1	1	0	0
LINC01005	0	0	0	0
ASB11	0	0	0	0
UBN1	1040	2020	2556	1605
INPP5D	1	21	10	10
RGPD3	2	3	4	3
CST8	0	0	0	0
METTL8	382	634	811	529
CD14	3	2	2	2
CUL1	802	1461	1528	855
C20orf144	2	1	1	1
CNTN6	0	0	0	0
SNORD114-2	0	0	0	0
DLGAP2-AS1	0	0	0	0
LOC100132078	0	0	0	0
SNX3	1235	2438	2475	1326
FASLG	0	0	0	0
OR4C45	0	0	0	0
STAG3L3	0	0	0	0
MB	267	1344	678	469
OR2D2	0	0	0	0
LRRC8D	283	1071	565	361
POTEI	0	1	0	0
ZNF595	196	367	252	126
SAMD5	0	0	0	0
ERRFI1	274	1445	833	727
BCL2L13	536	1725	1311	670
MIR4290	0	0	0	1
FAM179B	196	426	459	289
CCNE1	44	49	142	51
LPPR1	0	1	1	0
LINC00473	6	11	11	3
PUM2	1579	3233	3340	2271
GJB6	0	0	0	0
SCAF4	275	561	663	439
KHDRBS2	0	0	0	0
LINC00540	0	0	0	0
POP4	405	607	774	382
TEC	24	48	71	26
SLC35E4	66	136	119	68
RBM39	1619	2369	2746	1558
WNT10A	0	1	2	1
PTGES3L	2	1	7	0
DSCAM	31	158	101	57
LOC339666	1	0	0	0
CACNA2D2	20	68	40	30
HELZ2	274	1239	1489	1110
GNG5	618	1341	1368	691
TEX40	26	61	72	42
GZMM	0	0	0	1
DBIL5P	9	27	10	13
HPCAL4	1	2	3	3
MYO16	6	11	3	10
LILRA3	0	0	0	0
MIR134	0	0	0	0
PRSS58	0	0	0	0
SNORD71	0	1	0	0
MIR299	0	0	0	0
TARBP2	216	765	623	344
UQCRB	1153	2062	2707	1644
OTUB1	1386	3778	3723	2007
MIR8053	0	0	0	0
VAT1	648	3143	2666	1667
RBM12	1440	2647	3172	1741
YAF2	287	475	397	234
CYP17A1	0	0	0	0
BCL6	130	580	238	149
ACKR1	0	0	0	0
SUCLG1	1079	2844	2676	1404
MCTP2	1	0	0	0
ODF3	0	0	0	0
CCDC42B	174	43	17	7
PDE1C	0	0	0	0
FAM172A	169	360	401	247
GAGE12C	0	0	0	0
MIR759	0	0	0	0
ZNF257	90	37	60	34
ACOT12	0	2	1	1
MEIOB	5	3	0	0
FOXF2	0	0	0	0
MIR4271	0	0	0	0
PDZK1	607	1118	1755	1042
XG	12	57	59	49
HLTF	796	1141	1288	747
TOP1	4067	6250	8719	5046
RBM7	135	181	164	118
LOC102723859	0	0	0	0
ADTRP	0	1	4	0
DPP8	248	349	435	318
PDE6B	10	50	32	20
MIR96	0	0	0	0
FCGR2C	0	0	0	0
ZFYVE28	44	188	178	124
VIP	0	0	0	0
SORCS3-AS1	0	0	0	0
TTC21B	224	385	252	173
LINC00960	75	220	208	130
RP9P	42	129	82	61
RAB1A	2815	4812	6024	3250
IZUMO2	0	0	0	0
MIR6795	0	0	0	0
MIR888	0	0	0	0
CYP1B1-AS1	1	17	16	9
CDKN2B	0	0	0	1
KCNJ14	4	9	13	7
SEPT8	1150	3371	3973	2418
UNC5A	12	77	89	50
MS4A15	4	13	6	7
CDK3	0	0	0	0
ZNF829	151	277	241	97
BTNL2	0	0	0	0
LOC100507557	12	1	3	4
TXNL1	965	1772	1640	813
OR1A2	0	0	0	0
RSPO4	0	0	0	0
GPC6	84	170	194	111
CCDC88A	69	116	203	130
C5orf55	86	359	271	160
CCIN	0	0	0	0
SCGB2A2	0	1	0	1
MIR559	0	0	1	0
LOC101929551	0	0	0	0
PPP1R3E	47	219	182	148
TBC1D7	265	495	490	246
TFDP1	1018	1628	2650	1496
NOTCH2NL	246	883	564	435
TTC9B	2	5	0	0
CUEDC2	406	1221	1250	676
CD8A	28	93	109	53
C9orf169	8	28	12	8
HIST1H4K	0	1	2	4
ACOT13	260	519	560	312
MTA1	911	4476	3357	2093
CELA3B	0	0	0	0
GBP3	24	46	23	11
DEFA6	0	0	0	0
LINC00424	0	0	0	0
FKBP11	459	1208	1204	649
LINC00442	0	0	0	0
PDCD4	1427	4048	4344	3133
TSPY3	0	0	0	0
SNORD124	0	0	3	0
STAMBP	567	1235	994	593
LOC100996669	0	0	0	0
SCEL	0	0	0	0
POLD4	261	1387	843	458
RNF5P1	9	6	2	1
RPL23AP32	0	0	0	0
