Gene_ID	MCF7-2-DMSO-1	MCF7-2-DMSO-2	MCF7-2-DMSO-3	MCF7-2-LY-1	MCF7-2-LY-2	MCF7-2-LY-3	MDA-MB453-DMSO-1	MDA-MB453-DMSO-2	MDA-MB453-DMSO-3	MDA-MB453-LY-1	MDA-MB453-LY-2	MDA-MB453-LY-3	MDA-MB-468-DMSO-1	MDA-MB468-DMSO-2	MDA-MB468-DMSO-3	MDA-MB468-LY-1	MDA-MB468-LY-2	MDA-MB468-LY-3
AC009041.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GAB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL20	100	363	123	218	430	218	0	0	0	1	0	3	0	0	1	0	1	1
HDAC11	1046	1588	1876	1364	1280	1517	163	168	178	366	282	246	196	295	477	145	264	280
PABPC3	75	129	125	129	108	128	73	54	76	106	69	90	50	62	74	48	89	63
H6PD	628	1108	1426	860	650	1182	274	277	378	1100	858	902	238	228	540	112	228	430
PDGFA	165	246	444	505	299	498	331	378	451	412	342	347	454	373	600	364	309	411
LILRA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF15	788	1172	1449	346	214	485	524	489	590	118	106	79	510	575	920	536	644	859
FOPNL	606	811	931	507	493	488	721	704	962	950	628	891	695	739	888	848	843	958
TAAR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBP1	408	736	586	400	351	459	333	357	443	693	491	632	1042	1068	1498	444	633	657
ME3	0	0	0	1	0	1	154	160	172	245	188	185	265	186	284	283	264	270
BRE	1119	1457	1477	798	714	897	620	648	801	1047	874	1046	675	670	895	464	638	559
SYTL2	2486	3258	4946	5508	3100	5501	206	171	295	491	333	348	36	30	68	44	24	88
CEP85L	67	72	144	98	62	128	17	26	28	28	13	12	69	62	116	65	98	150
PTPN20A	0	0	0	0	0	0	0	0	0	0	0	0	12	19	14	8	13	15
SLC30A10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDN1	104	192	241	228	375	325	130	116	104	189	181	65	272	303	795	255	192	600
THEM6	2768	3596	4519	2795	2495	3423	3373	3426	4917	4849	4151	4462	1610	2408	2633	859	1988	1673
GSE1	7653	9040	15568	9467	7248	12980	4020	4053	4476	5839	4955	5943	2555	3012	5322	1830	2227	4240
PSMA4	4160	5762	6454	4091	3107	4245	1640	1553	2109	1592	1153	1256	3348	3380	4647	3238	3542	3817
CACNA2D4	2	2	2	6	3	3	2	2	2	6	2	6	0	0	0	0	0	0
JMY	453	694	928	704	531	812	281	248	294	451	358	375	416	434	856	183	283	504
MKL2	1200	1835	2916	1652	1140	1920	773	820	883	1430	1101	1052	539	655	1073	370	540	1030
ZC3H6	211	332	429	231	209	286	78	78	71	158	119	108	125	128	211	118	141	225
TMCO1	1926	2602	2672	2242	2076	2209	2642	2342	3651	4326	3224	4199	1553	1806	2255	1572	1850	1793
ADAM28	0	0	0	0	2	0	0	0	0	0	0	0	5	5	8	5	10	10
OXNAD1	389	469	614	275	240	330	237	257	290	430	312	365	308	315	451	347	337	403
AC002553.1	0	0	0	2	1	2	0	0	0	1	0	0	0	1	0	0	0	0
CHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ACTL10	153	233	257	128	131	142	219	208	302	319	251	330	22	18	16	9	19	7
AC040160.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FDXR	673	1078	1057	593	465	618	847	849	1071	778	657	766	566	649	908	489	704	641
DEFB114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf169	18	38	33	25	23	22	55	56	63	119	108	59	5	3	6	4	9	2
ANKRD12	1111	1573	1896	1200	1022	1490	863	808	828	1499	1090	1255	1526	1510	2317	1589	1690	2297
AC008443.1	17	21	40	25	19	28	2	8	3	6	9	8	13	14	16	17	10	58
AVIL	23	19	39	17	7	22	5	0	14	7	4	6	3	2	12	2	4	7
PIPOX	5	8	2	7	2	5	0	0	0	0	0	2	8	5	6	2	5	5
DNAJA3	2228	3114	4497	2272	1619	2846	1438	1467	1912	1925	1555	1841	1391	1626	2258	1429	1750	2235
PRSS33	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0
VWC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-156E8.1	0	6	14	2	4	4	4	3	6	6	4	5	2	2	4	3	7	4
DPYSL2	507	967	1790	618	383	942	363	527	380	160	176	71	1009	1246	2716	545	674	1560
THAP3	151	305	298	179	158	237	161	152	150	216	148	194	97	92	173	105	130	148
POLR2A	8562	10406	17472	8540	5172	11556	3423	3315	3627	2469	2027	2012	5029	5774	8851	3225	4414	6452
SULT2B1	845	1086	1416	1535	1265	1850	179	153	138	120	69	44	617	659	894	309	477	451
PRODH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R1	2	3	2	3	3	3	2	2	2	7	3	4	0	1	4	1	1	3
CD93	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZNF496	1023	1432	1845	955	832	1115	1506	1523	1890	1740	1456	2046	840	1153	1544	967	1263	1435
ITSN1	551	696	983	505	351	674	180	154	254	170	127	164	1094	1239	1783	1060	1040	1406
DQX1	0	1	3	2	2	4	6	1	7	8	1	5	0	2	1	0	1	4
ZBTB41	722	1289	2010	1354	1072	1769	1222	1230	1009	2527	2025	1479	460	442	756	318	336	726
PLCXD3	1	0	0	3	5	0	0	3	5	2	2	2	0	0	0	0	1	0
SLC38A5	2	6	3	4	1	31	2	0	0	1	0	2	0	3	1	3	1	11
NFE2	5	6	6	14	8	28	0	2	3	0	1	0	34	26	26	52	33	20
PIGG	1026	1182	1774	1185	942	1465	675	632	850	1164	905	1127	522	640	874	524	563	766
SUCLG1	2384	3378	3504	2793	2252	2778	2006	1926	2528	2927	2359	2748	1197	1653	2079	1047	1740	1682
ATP5G1	2705	3212	4027	2601	1995	3145	669	623	867	1133	948	1033	858	1115	1321	828	1133	1186
CLCN7	1616	2105	2396	2933	2592	3404	1258	1236	1728	2662	2235	3212	610	891	1063	568	903	982
ATF7	319	545	629	532	419	591	311	312	382	817	588	634	478	403	795	355	433	655
WDR27	40	78	124	160	70	144	16	20	19	34	24	30	30	33	73	31	46	116
ZNF655	0	0	0	0	0	7	231	252	262	462	358	425	1	0	0	1	0	0
WIPI1	623	668	1010	1289	963	1445	174	195	142	721	528	406	455	378	596	523	541	532
SDR16C5	0	2	0	1	0	4	5	12	9	34	28	14	0	0	0	0	0	3
KLHL23	408	557	824	321	196	352	26	18	28	16	12	20	466	559	673	483	482	773
RNF113A	454	764	740	614	592	715	230	231	305	433	344	462	408	461	627	407	532	525
SELM	207	317	277	307	231	302	8	5	12	7	8	17	3	6	8	5	19	15
C11orf48	707	950	996	795	547	837	396	375	449	494	406	465	775	768	1162	876	1033	1072
DKFZP667F0711	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
VSTM1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2
SFTPA2	0	0	1	4	2	0	0	0	0	2	1	0	0	0	0	0	0	1
RP11-219B4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGLN1	1023	1188	1791	972	701	1246	2217	2211	2960	4220	3235	4353	1129	1315	1726	981	1299	1550
TUBGCP5	236	266	494	256	144	288	319	300	350	488	392	440	284	313	514	246	282	454
PRKCSH	13069	18266	17724	13139	12297	16225	7776	6876	9894	11611	9796	12465	10422	11539	14387	13020	15683	15742
CCT6B	64	102	123	73	69	71	35	25	34	77	61	66	12	17	19	18	25	16
AURKAIP1	3328	4402	5115	3185	2651	3792	2483	2270	3016	2810	2271	2653	2077	2307	2995	2365	2811	2449
PKMYT1	3163	5011	5427	1449	1045	2435	2945	2918	3547	927	772	225	833	915	1334	1304	1365	1594
GNG5P2	4	3	3	0	2	6	3	0	4	4	2	4	2	4	4	3	4	5
GZMB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPH1	93	123	163	476	405	571	16	16	12	120	64	91	13	13	22	8	12	20
TRAPPC8	298	484	762	447	287	562	526	522	597	919	748	1006	477	573	830	392	418	756
KIF5A	0	1	3	1	0	0	0	1	1	0	0	1	0	0	0	0	2	0
LY6G6E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK7	898	1463	2369	1272	845	1648	1054	1074	1132	1613	1227	1074	725	658	1164	424	446	953
ZNF324B	171	252	319	154	128	202	191	169	236	260	216	234	79	96	136	60	97	106
PEX3	228	207	316	224	150	303	296	251	358	364	259	301	242	279	362	175	240	302
MET	744	994	1357	706	535	758	0	1	0	2	0	0	4757	3854	6848	5117	3718	6542
TMEM39B	372	504	642	358	214	452	171	144	243	103	104	105	688	862	1177	810	1023	1097
ZNF141	216	370	419	278	220	269	69	85	109	142	104	121	43	76	105	53	76	120
SASH3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CNOT8	850	1440	1456	876	783	1004	1301	1233	1542	1372	1056	1396	1168	1329	1917	870	1101	1486
CNN1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	5	4	3
TBC1D5	1294	1615	2791	2324	1570	2513	620	642	753	1342	1045	994	461	495	835	372	419	768
ZNF471	0	0	0	0	0	0	0	0	0	0	0	0	49	64	95	57	73	108
MOB3B	75	86	171	175	93	176	4	3	9	3	0	0	117	157	251	55	100	141
CLEC4A	1	0	1	0	0	0	2	0	0	0	0	1	0	1	1	0	0	1
MTBP	104	145	206	60	42	109	95	87	107	77	45	41	146	168	234	128	151	243
hsa-mir-150	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TMEM129	833	1180	1427	1036	903	1396	602	616	850	1258	1088	1454	359	435	698	358	528	749
RP11-724O16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSBP1	2060	2580	3036	1487	1297	1691	1724	1518	2004	1631	1206	1480	2921	3122	3550	3041	3205	2840
WDR64	0	0	2	1	3	2	0	0	0	0	2	0	2	0	0	1	0	0
SSBP4	1122	1470	1909	1194	915	1460	690	676	955	995	811	985	1364	1629	2146	1526	2077	2222
SART1	3293	4785	5935	2459	1970	3265	1878	1752	2390	1929	1695	2436	4759	4940	6813	4545	5340	5201
HTR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PDIK1L	302	393	727	378	234	420	318	305	448	738	545	633	334	358	555	193	271	489
SIRT2	461	646	729	503	394	556	712	716	908	1389	1115	1390	452	505	724	390	690	620
NELFE	2188	2691	3094	1359	1100	1504	1404	1305	1663	1167	1031	1252	1625	1717	2322	1842	2301	1962
CXXC4	26	30	43	11	5	10	12	18	23	10	10	3	4	11	9	1	15	11
OR52N4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALT	89	153	145	127	113	153	254	248	239	435	339	336	116	123	198	82	127	156
LIPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLPX	1051	1417	2096	1409	862	1585	1019	1096	1272	1465	1082	1356	834	872	1414	596	765	1046
LCN2	0	0	0	1	0	1	0	0	0	0	0	0	1941	1581	2063	1043	917	684
IMPAD1	1782	2413	3698	2487	1846	2718	2369	2294	3147	5009	3841	4210	1640	1839	2685	1398	1495	2285
PCP4L1	68	121	131	132	96	127	11	5	4	0	1	5	0	0	0	0	0	0
COMMD4	1613	2243	2359	1007	794	1196	539	479	586	395	347	410	812	949	1336	828	1062	1281
FBXL22	44	56	67	43	38	49	20	24	25	59	48	75	3	1	3	1	3	1
NUDT2	377	592	564	379	323	408	323	331	392	583	399	545	114	175	211	137	174	189
CRB1	1	2	3	3	1	9	0	1	1	9	8	7	1	4	4	0	1	3
PLEKHM1	165	225	355	445	350	636	261	250	306	814	693	671	194	260	401	211	270	414
TRMT10C	769	939	1101	866	586	876	525	481	761	788	585	693	687	903	977	763	805	894
SLC36A3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
TOP2B	5491	7366	9974	7246	4338	7974	5233	4912	5612	6267	4755	4566	3126	4087	5369	1966	2889	3559
AZGP1	41	60	62	21	13	41	10767	10592	21006	29958	24136	28423	8236	15122	18161	5686	14130	15438
LPCAT2	71	91	109	102	64	110	76	86	102	30	29	2	1242	992	1467	1086	915	1467
ANKRD45	1	3	1	2	2	1	0	0	0	0	0	0	3	3	2	2	0	4
DNPEP	5125	6600	8184	3394	2378	3987	1869	1846	2372	2663	2175	2573	1765	1719	2527	1651	2037	1907
ZMYND11	3092	3930	5748	4320	3523	5324	2279	2188	2696	4096	3064	3936	1638	1861	2526	1389	1903	2490
C17orf107	2	3	2	7	3	13	2	0	3	0	0	1	4	3	11	2	6	20
CDK16	3426	4826	5075	3989	3450	4786	2567	2545	3425	3937	3330	4753	2293	2709	3883	2393	3118	3456
IBSP	0	1	2	14	8	15	0	0	0	0	0	0	0	0	0	0	0	0
PSMA5	7689	9312	11739	6997	5037	7148	2035	1853	2545	2754	2038	2493	4642	4887	6529	5193	5432	5782
SOCS4	711	836	1420	888	621	1106	747	693	805	1358	1012	996	290	318	580	251	257	615
BACH2	3	10	17	5	1	3	2	2	2	1	1	2	8	10	15	5	4	13
OR52B4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LILRA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
LCOR	425	501	1041	596	328	773	267	285	318	515	416	333	363	453	767	333	366	745
DET1	42	51	67	56	46	59	4	1	8	5	8	7	43	65	94	36	44	51
TATDN3	117	137	196	109	91	104	229	225	255	139	122	116	202	232	277	178	218	213
CHRNE	0	3	2	2	2	6	0	0	0	2	0	0	0	0	0	0	0	2
TTN	0	1	1	1	2	6	0	1	0	0	1	1	0	1	0	2	2	1
HSH2D	145	171	229	79	81	92	1	3	2	23	21	3	2	2	0	3	1	4
UNC5B	123	353	250	106	133	127	1083	1122	1296	747	661	802	188	149	312	91	107	140
UHRF1BP1	1096	1947	2310	1621	1726	2105	1447	1338	1507	1893	1502	1525	1625	1981	3027	1729	2286	3281
LTA	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1
CCL21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IFT140	1412	1938	2665	1155	953	1313	242	260	419	561	493	530	155	177	258	101	136	230
IL36RN	1	0	0	4	1	6	0	0	0	0	0	0	1	2	1	6	1	5
XRCC5	19179	25221	27534	13757	9950	15526	11149	10228	13667	9022	6960	9308	11701	12309	15420	10221	11876	11432
SLC40A1	2	1	0	3	6	6	3489	3323	4135	5672	4201	3615	2	1	3	0	1	1
GLRX	31	35	50	71	61	63	117	95	127	167	111	100	91	115	152	74	88	102
OR11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR89A	112	171	223	157	135	184	59	57	70	86	75	67	81	92	137	65	91	117
GALC	1247	1528	2043	2423	1827	2710	299	277	415	510	383	386	0	0	0	0	0	0
ABLIM1	1254	1870	2171	1841	1364	1888	2923	2779	2910	5176	4159	3650	2972	3386	4696	2199	2477	3352
PGAM5	1289	1607	3073	1606	943	2083	1282	1275	1702	1325	1123	1126	1384	1601	2372	1364	1744	2255
KHDC1	79	108	138	52	62	96	102	96	97	94	59	84	115	127	163	119	133	181
AC020629.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN16	0	0	0	0	1	3	0	0	0	0	0	0	5	4	15	5	5	4
LINC00692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIPEP	590	859	972	886	670	1023	971	892	1103	1860	1485	1524	287	332	436	338	404	382
TCEANC2	201	323	400	220	217	277	166	172	156	234	182	204	129	129	239	88	164	242
ISCA1	332	415	583	473	335	460	143	126	216	253	157	189	291	305	417	296	315	392
LTBP2	18	27	32	115	80	115	5	17	19	7	5	8	47	37	76	75	37	73
BRAP	594	858	1134	692	577	917	409	374	551	722	534	700	416	430	685	474	536	671
PTER	720	639	1026	616	467	689	222	243	302	586	403	455	189	214	283	309	288	317
C22orf23	10	14	11	13	11	11	6	9	5	2	2	2	0	8	7	0	3	4
C12orf68	5	6	4	14	9	18	0	0	0	0	0	0	0	1	0	0	0	0
FAM160B2	621	758	1059	953	808	1089	407	431	524	936	781	939	191	225	363	159	267	448
C16orf58	1631	2372	2389	1403	1347	1676	1499	1493	2147	2784	2348	3020	811	893	1252	612	885	888
KCTD16	1	4	1	1	1	1	4	1	1	6	6	4	1	1	4	1	4	6
CLEC12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTPRT	11	13	15	64	24	36	0	1	0	0	1	2	0	0	0	0	0	0
CSTF3	1828	2127	2974	2088	1525	2502	1189	1073	1637	1065	793	1043	1317	1583	2119	1076	1558	2038
KIF1A	287	321	464	428	317	639	0	2	1	2	1	0	5	4	7	2	13	26
EIF4A1	23237	34434	38696	22872	19123	25555	7740	7666	9637	8771	6860	7738	12619	13865	18557	12225	13787	15503
MRPL20	1645	2373	2657	1357	1002	1543	1314	1311	1576	1416	1217	1312	1045	1166	1569	1084	1225	1403
GCNT3	0	0	0	0	0	1	0	2	0	0	1	0	4	3	9	2	4	7
SLC17A8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NMUR2	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GPX8	109	398	173	102	423	185	4	9	5	5	2	0	390	511	627	488	573	803
TBC1D13	724	961	1420	1030	883	1336	450	503	440	1038	818	921	601	637	1086	533	667	1069
CST8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSRP1	6676	9759	10604	3765	2817	4687	9274	9103	11639	5317	4373	5888	12228	14301	19299	12936	16428	18059
GNL3L	1275	1742	2592	1394	1002	2044	522	525	581	631	565	582	413	454	746	407	470	839
INTS3	1932	2359	3862	2196	1339	2565	2019	2176	2644	1712	1465	1336	1078	1347	2140	870	1082	1763
KLHL9	742	1028	1278	807	702	900	353	339	362	728	599	689	449	465	690	271	341	476
KCNC3	170	212	296	384	211	520	104	97	135	56	41	39	271	347	532	124	229	307
CD19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC055736.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP000304.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR89C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF567	117	142	206	137	86	158	80	90	133	110	75	100	252	238	318	230	204	332
CLPSL1	14	30	32	44	27	47	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H2C	145	206	249	132	90	177	91	54	97	42	27	60	61	59	74	45	57	63
HTR3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC18A1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSDC1	981	1565	1946	1262	1011	1663	734	766	852	2575	2003	2300	840	983	1537	808	846	1356
CYP51A1	1696	2199	3587	2799	2053	3174	1533	1622	2403	1588	1285	1418	1773	2197	2695	1533	1937	2506
VMP1	8203	9792	11158	8138	6550	7798	4031	3739	5369	7048	5093	7016	1313	1506	1843	1154	1417	1362
MSANTD1	1	1	9	10	6	14	1	2	0	1	1	1	0	1	2	4	1	5
ZBBX	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ARL14	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	2	0	2
TXNIP	2920	4565	4584	5898	5381	5948	1712	1695	1407	6614	5217	4221	1	4	1	2	23	44
TRAK1	491	920	1080	640	447	722	251	231	302	740	575	640	508	653	837	396	557	742
TNFAIP8L1	412	416	704	123	117	192	390	361	309	7	3	4	287	350	462	219	304	395
C12orf75	1429	1872	2125	2034	1854	2307	4	5	6	10	5	4	121	93	143	182	134	148
PABPC4	5199	7344	8007	6924	5953	7690	4104	3697	5421	6873	5555	6352	16223	18604	23977	15279	17990	19004
C1orf137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RNF148	7	4	5	6	4	6	6	2	6	4	1	4	1	6	7	6	14	11
TMEM246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC8A	16	18	15	35	26	31	0	0	0	0	0	0	1	5	3	1	0	3
MRPS5	1678	2363	2767	1905	1491	2075	609	620	915	851	663	795	1656	1807	2652	1833	2232	2398
AC226150.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRPR	58	88	111	36	33	56	1	2	2	0	1	0	0	2	0	0	0	0
GAN	1117	1328	2702	2543	1851	3062	253	263	265	421	343	280	1132	1169	2027	1063	1164	2175
RHOC	5661	7962	8160	9257	8288	9837	2041	2192	2680	7086	5920	6683	1685	1899	2519	1887	2292	2287
CCDC41	208	369	520	310	227	380	108	113	106	187	135	144	81	113	149	83	120	161
SSNA1	1689	2241	2686	1126	906	1442	2342	2311	2930	1897	1545	1934	566	727	924	554	804	772
GLRB	5	10	8	30	47	43	109	112	168	81	74	70	203	271	369	170	253	333
C15orf38	8	14	27	72	46	80	14	19	7	4	6	2	144	181	325	107	133	262
COCH	57	67	79	104	80	112	0	0	0	0	0	0	44	63	79	65	68	91
PARVG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RFC3	1292	1829	2595	1029	660	1387	958	842	1184	639	494	366	852	1124	1542	800	955	1415
GPR143	271	408	380	496	359	450	34	39	52	81	77	80	3	8	12	8	4	9
PPP1R2	2320	3258	4165	2194	1629	2359	553	519	634	1023	724	840	777	845	1122	616	685	898
PRELID1	4551	5863	6246	3422	2791	4034	3833	3665	4671	3444	2799	3482	3828	4242	5451	4212	4814	5016
FUT9	262	331	515	190	160	267	437	379	477	1140	887	918	476	635	859	345	422	913
YBEY	124	167	143	173	153	176	155	143	193	312	211	293	166	208	305	224	255	286
GNRHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MT-ATP8	9993	8439	15607	7088	6624	9231	8663	7575	11942	12437	10402	14695	4481	6869	7809	6711	13904	7829
TOM1L2	1083	1203	1945	3992	2821	4710	1171	1137	1074	6602	5487	5457	262	353	618	224	333	558
FBXO44	140	183	232	166	122	192	112	110	141	101	81	101	216	338	369	254	412	476
BTG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TERF2	780	1184	1594	913	679	1142	328	366	507	591	457	638	556	578	892	487	526	721
PDZD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO3	629	909	1225	918	677	906	451	445	583	675	568	735	773	1075	1465	483	683	989
ROPN1	0	0	0	0	0	0	0	0	0	0	0	0	2	19	6	5	4	12
IL13RA2	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	2	2	0
RP11-10J21.3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
LRRIQ1	1	0	0	0	0	1	1	0	0	1	1	3	0	0	0	0	0	0
HTR7	8	2	6	24	24	10	0	0	0	0	0	0	2	4	3	36	10	29
METTL21C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC6	1331	1645	2119	1154	936	1370	1101	1111	1593	1620	1322	1620	1511	1841	2617	1632	2122	2457
IL17RC	1072	1315	1485	1035	851	1141	1098	1067	1252	1456	1153	1443	429	546	567	170	310	280
SMOC2	291	386	460	438	399	476	0	0	0	1	0	1	0	0	0	0	0	0
PROS1	166	243	194	713	545	608	3	7	14	4	5	5	0	1	1	1	0	3
SYPL2	26	35	50	94	94	103	0	0	0	0	0	0	1	0	2	1	5	4
GTF2H4	513	811	712	693	604	738	438	423	556	508	416	504	691	764	1146	700	868	1175
DCAF17	288	340	566	314	201	330	261	228	308	387	278	371	249	299	430	256	250	435
NPFF	1	0	0	6	2	4	1	0	0	1	0	1	2	2	4	1	1	5
TTC39B	223	436	404	320	368	433	52	48	42	27	14	16	146	156	256	146	210	341
RPL22	2391	3756	3524	3908	3402	4124	2128	1948	2896	7257	5381	7202	2176	2686	3401	1995	2665	2868
KCTD20	1933	2440	3684	1760	1400	2218	1882	1781	2238	2497	1943	2373	2115	2472	3420	1678	2122	2700
UBE2L3	2286	3180	3586	2384	2015	2680	2814	2590	3387	4175	3331	4209	2214	2362	3073	2217	2519	2720
ETV1	0	0	0	0	0	0	70	67	57	7	12	8	212	267	298	78	115	120
PQLC3	835	1036	1293	2105	1551	2169	35	47	59	90	84	35	166	181	247	114	151	184
PTP4A2	7146	10316	11035	6269	5388	6583	5554	5471	10257	4181	3265	4682	6598	7593	10073	6580	7470	9097
KCNT2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	2	3
N4BP2L2	678	1207	1148	635	569	755	709	627	861	680	537	835	558	546	743	399	546	624
GAR1	859	1063	1399	728	499	794	511	471	643	462	391	432	698	648	971	750	777	827
PRELP	1	0	0	2	0	0	2	1	0	21	16	7	2	5	0	0	3	1
NRN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
DEFB110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IP6K1	1081	1103	1812	1124	825	1435	1703	1585	1699	2710	2187	2583	990	1063	1403	887	1014	1138
CRIM1	326	562	987	2323	1638	2782	54	55	78	11	9	2	3601	3551	7610	2479	2502	5416
MYB	1146	2287	1666	1574	1387	1755	443	440	634	502	389	495	241	246	351	164	199	281
PXN	2753	3611	5509	5604	4457	7478	1874	1914	2398	5652	4797	5637	1658	1719	2684	2005	1826	2952
EIF3I	6287	9180	9291	6553	5745	7209	5569	5566	7024	8040	6485	8348	6854	7470	10207	7918	9156	9287
ESRRA	798	1128	1662	1680	1441	2067	618	676	798	1586	1337	1531	1584	1818	2694	1921	2338	3215
AP002956.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP21	769	1000	1794	940	616	1173	724	701	886	568	422	491	1013	1174	1660	964	1102	1495
DDB2	1430	2350	2254	608	492	693	257	262	375	153	131	137	262	289	360	423	474	485
CETN2	1085	1759	1662	1376	1139	1326	1541	1497	1823	2505	1904	2180	1079	1140	1574	797	982	1044
CHD8	2596	3398	5295	3264	2292	4090	2699	2539	3048	4180	3147	3735	1968	2019	2922	1754	1859	2456
ATCAY	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF346	296	501	590	330	265	361	276	244	273	406	327	344	316	358	605	415	457	724
AL590483.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM178A	0	0	1	2	0	3	0	1	2	8	7	15	2	1	3	1	2	2
NOXA1	36	99	89	98	86	125	90	93	124	390	315	425	12	13	28	11	27	51
IL18	5	8	3	38	37	38	19	21	19	78	45	22	278	258	326	360	263	437
AKAP8L	1044	1162	1942	1682	1296	2120	1185	1123	1440	1545	1335	1353	1089	1289	1693	955	1120	1340
CX3CL1	0	1	0	2	0	2	0	0	0	0	0	0	701	1295	1953	312	748	1064
AMPD3	39	53	71	69	52	82	2	4	3	7	3	2	7	12	17	12	8	13
TMIGD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS8	319	377	563	578	428	574	624	565	733	1880	1428	1618	429	465	647	394	528	670
TAPBPL	153	228	337	186	122	202	31	31	49	78	55	74	59	73	98	23	66	56
COPS2	1455	2574	2275	1757	1537	1701	1798	1609	2302	3025	2115	3063	1506	1704	1916	1757	1701	1788
